RuleID,Code,Category,Parameters,Description,CleanedDescription,Cluster,BaseRuleID,VersionGroup
DQRF0037_02,"<data>.replace('Ãƒ_x0091_Ã‚_x0091_','Ã‘',regex =True).apply(lambda x: re.search('^[A-ZÃ‘0-9]+[A-ZÃ‘0-9 -\/]*$',str(x[cde])),axis=1).astype(bool)",Other,[],"Ensures <cde> matches the regex pattern ^[A-ZÑ0-9]+[A-ZÑ0-9 -/]*$, allowing uppercase alphanumerics, ""Ñ"", and optional spaces or specific special characters (e.g., -, /). Replaces incorrect encoding for ""Ñ"" (Ã‘Â‘) before validation.","Ensures <cde> matches the regex pattern ^[A-ZÑ0-9]+[A-ZÑ0-9 -/]*$, allowing uppercase alphanumerics, ""Ñ"", and optional spaces or specific special characters (e.g., -, /). Replaces incorrect encoding for ""Ñ"" (Ã‘Â‘) before validation.",0,DQRF0037,51
DQRF0037_03,"<data>.apply(lambda x: re.search('^[A-Z\ ]+$',str(x[cde])) if len(str(x[cde]).strip()) > 0 else True,axis=1).astype(bool)",Completeness,[],"Ensures that <cde> contains only uppercase alphabetic characters (A-Z) and spaces. If <cde> is empty or null, the rule passes.","Ensures that <cde> contains only uppercase alphabetic characters (A-Z) and spaces. If <cde> is empty or null, the rule passes.",0,DQRF0037,51
DQRF0037_04,"<data>.fillna('').apply(lambda x: re.search(<#>pattern<#>,str(x[cde])) if (not pd.isnull(x[cde])) & (len(str(x[cde]).strip()) > 0) else True,axis=1).astype(bool)",Completeness,['pattern'],Applies a regex pattern (<#>pattern<#>) to validate <cde> only if it is not null and non-empty. Null or empty values are considered valid by default.,Applies a regex pattern () to validate <cde> only if it is not null and non-empty. Null or empty values are considered valid by default.,0,DQRF0037,51
DQRF0037_05,"<data>.fillna('').apply(lambda x: re.search(<#>pattern<#>,str(x[cde].strip())),axis=1).astype(bool)",Completeness,['pattern'],Validates <cde> against a regex pattern (<#>pattern<#>) after stripping whitespace. Replaces null values with an empty string before validation.,Validates <cde> against a regex pattern () after stripping whitespace. Replaces null values with an empty string before validation.,0,DQRF0037,51
DQRF0037_5,"(<data>.fillna('').apply(lambda x: re.search(<#>pattern<#>, str(x[cde])) if (x[<#>Column1<#>] in (<#>lista<#>)) else True, axis = 1).astype(bool))",Other,"['pattern', 'Column1', 'lista']","Ensures <cde> matches a regex pattern (<#>pattern<#>) only if <#>Column1<#> belongs to a specified list (<#>lista<#>). Otherwise, the rule passes without validation.","Ensures <cde> matches a regex pattern () only if  belongs to a specified list (). Otherwise, the rule passes without validation.",0,DQRF0037,51
DQRF0038,"~<data>.fillna('').apply(lambda x: re.search(<#>pattern<#>,x[cde]),axis=1).astype(bool)",Other,['pattern'],Ensures that <cde> does not match the specified regex pattern (<#>pattern<#>). Null values are replaced with an empty string before applying the pattern.,Ensures that <cde> does not match the specified regex pattern (). Null values are replaced with an empty string before applying the pattern.,0,DQRF0038,52
DQRF0038_01,"~<data>.fillna('').apply(lambda x: re.search(<#>pattern<#>,x[cde]),axis=1).astype(bool)",Other,['pattern'],"Similar to DQRF0038, ensures <cde> does not match the specified regex pattern (<#>pattern<#>). Null values are handled as empty strings.","Similar to DQRF0038, ensures <cde> does not match the specified regex pattern (). Null values are handled as empty strings.",0,DQRF0038,52
DQRF0039,"(( <data>.fillna('').apply(lambda x: (re.search(<#>Pattern<#>,x[cde])),axis=1).astype(bool)) & (<data>[<#>Column1<#>] == <#>Fisica<#>)",Other,"['Pattern', 'Column1', 'Fisica']",Validates that <cde> matches a regex pattern (<#>Pattern<#>) only if <#>Column1<#> equals <#>Fisica<#>. Ensures consistency between the field and the specified condition.,Validates that <cde> matches a regex pattern () only if  equals . Ensures consistency between the field and the specified condition.,0,DQRF0039,53
DQRF0040,(~<data>[cde].fillna('').str.contains(<#>Lista<#>) & <data>[<#>Column1<#>] == int(<#>Fisica<#>) ),Other,"['Lista', 'Column1', 'Fisica']",Ensures <cde> does not contain any value from a specified list (<#>Lista<#>) only when <#>Column1<#> equals the integer value <#>Fisica<#>.,Ensures <cde> does not contain any value from a specified list () only when  equals the integer value .,0,DQRF0040,54
DQRF0041,"(~<data>.fillna('').apply(lambda x: (re.search(<#>Pattern<#>,x[cde])),axis=1).astype(bool) & <data>[<#>Column1<#>] == int(<#>Fisica<#>) )",Other,"['Pattern', 'Column1', 'Fisica']",Similar to DQRF0039 but ensures <cde> does not match the regex pattern (<#>Pattern<#>) when <#>Column1<#> equals the integer value <#>Fisica<#>.,Similar to DQRF0039 but ensures <cde> does not match the regex pattern () when  equals the integer value .,0,DQRF0041,55
DQRF0045,"<data>[[cde,<#>TipoPersona<#>]].fillna('').apply(lambda x: re.search(<#>patternF<#>,x[cde]) if ( x[<#>TipoPersona<#>] == <#>Fisica<#>) else re.search(<#>patternM<#>,x[cde]) ,axis=1).astype(bool)",Other,"['TipoPersona', 'patternF', 'TipoPersona', 'Fisica', 'patternM']","Validates <cde> against one of two regex patterns depending on <#>TipoPersona<#>. If <#>TipoPersona<#> equals <#>Fisica<#>, it uses <#>patternF<#>, otherwise <#>patternM<#>. Null values are replaced with an empty string before validation.","Validates <cde> against one of two regex patterns depending on . If  equals , it uses , otherwise . Null values are replaced with an empty string before validation.",0,DQRF0045,56
DQRF0069,"<data>.apply(lambda x: (len(str(x[cde]).strip()) <#>Operator<#> int(<#>length<#>)) if ((not pd.isnull(x[cde])) and (len(str(x[cde]).strip()) > 0)) else True ,axis=1)",Completeness,"['Operator', 'length']","Checks that the length of <cde> satisfies a specified condition (<#>Operator<#> and <#>length<#>), but only if <cde> is not null or empty. Otherwise, the rule passes.","Checks that the length of <cde> satisfies a specified condition ( and ), but only if <cde> is not null or empty. Otherwise, the rule passes.",0,DQRF0069,57
DQRF0070,"<data>.apply(lambda x: re.search(<#>pattern<#>,x[cde]) if ((not pd.isnull(x[cde])) and (len(str(x[cde]).strip()) > 0)) else True ,axis=1).astype(bool)",Completeness,['pattern'],"Validates <cde> against a regex pattern (<#>pattern<#>), but only if <cde> is not null or empty. Null or empty values are considered valid by default.","Validates <cde> against a regex pattern (), but only if <cde> is not null or empty. Null or empty values are considered valid by default.",0,DQRF0070,58
DQRF0071,"<data>[[cde,<#>Column1<#>]].fillna('').apply(lambda x: ( (len(str(x[<#>Column1<#>])) > 0) & ( datetime.strptime(str(x[<#>Column1<#>])[<#>indexC1S<#>:<#>indexC1E<#>]+str(x[cde])[<#>indexCDES<#>:<#>indexCDEE<#>],<#>frmtDte1<#>) == datetime.strptime(str(x[<#>Column1<#>]),<#>frmtDte1<#>) ) )",Other,"['Column1', 'Column1', 'Column1', 'indexC1S', 'indexC1E', 'indexCDES', 'indexCDEE', 'frmtDte1', 'Column1', 'frmtDte1']",Ensures that a substring from <#>Column1<#> (defined by indexes <#>indexC1S<#> and <#>indexC1E<#>) concatenated with a substring from <cde> (defined by <#>indexCDES<#> and <#>indexCDEE<#>) matches the date format <#>frmtDte1<#>. Compares this against the date in <#>Column1<#>.,Ensures that a substring from  (defined by indexes  and ) concatenated with a substring from <cde> (defined by  and ) matches the date format . Compares this against the date in .,0,DQRF0071,59
DQRF0072,"<data>[[cde,<#>Column1<#>]].fillna('').apply(lambda x: ( (len(str(x[<#>Column1<#>])) > 0) & ( datetime.strptime(str(x[cde])[<#>indexCDES<#>:<#>indexCDEE<#>],<#>frmtDte1<#>) == datetime.strptime(str(x[<#>Column1<#>])[<#>indexC1S<#>:<#>indexC1E<#>],<#>frmtDte1<#>) ) )",Other,"['Column1', 'Column1', 'indexCDES', 'indexCDEE', 'frmtDte1', 'Column1', 'indexC1S', 'indexC1E', 'frmtDte1']","Ensures that a substring from <cde> (defined by <#>indexCDES<#> and <#>indexCDEE<#>) matches a substring from <#>Column1<#> (defined by <#>indexC1S<#> and <#>indexC1E<#>), both formatted as <#>frmtDte1<#>. Validates the consistency of the date information.","Ensures that a substring from <cde> (defined by  and ) matches a substring from  (defined by  and ), both formatted as . Validates the consistency of the date information.",0,DQRF0072,60
DQRF0075,"<data>.apply(lambda x: (len(str(x[cde]).strip()) <#>Operator1<#> <#>length_min<#>) & (len(str(x[cde]).strip()) <#>Operator2<#> <#>length_max<#>) if ((not pd.isnull(x[cde])) and (len(str(x[cde]).strip()) > 0)) else True ,axis=1)",Completeness,"['Operator1', 'length_min', 'Operator2', 'length_max']","Checks that the length of <cde> falls between <#>length_min<#> and <#>length_max<#> using conditions <#>Operator1<#> and <#>Operator2<#>, but only if <cde> is not null or empty. Otherwise, the rule passes.","Checks that the length of <cde> falls between  and  using conditions  and , but only if <cde> is not null or empty. Otherwise, the rule passes.",0,DQRF0075,61
DQRF0077,"<data>.fillna('00000000').apply(lambda x: (int(str(x[cde])[0:4]) >= <#>year<#> ) & ( (int(str(x[cde])[4:6]) <= 12) & (int(str(x[cde])[4:6]) >= 1)) & ( (int(str(x[cde])[6:8]) <= 31) & (int(str(x[cde])[6:8]) >= 1)),axis=1).astype(bool)",Other,['year'],"Validates that <cde> represents a valid date in the format YYYYMMDD. Checks that the year is greater than or equal to <#>year<#>, the month is between 1 and 12, and the day is between 1 and 31. Null values are replaced with '00000000' before validation.","Validates that <cde> represents a valid date in the format YYYYMMDD. Checks that the year is greater than or equal to , the month is between 1 and 12, and the day is between 1 and 31. Null values are replaced with '00000000' before validation.",0,DQRF0077,62
DQRF0078,"<data>.fillna('99999999').apply(lambda x: int(str(x[cde])[0:4]) <= int(str(x[<#>Column1<#>])[0:4]),axis=1).astype(bool)",Other,['Column1'],Ensures that the year part of <cde> (first 4 digits) is less than or equal to the year part of <#>Column1<#>. Null values in <cde> are replaced with '99999999' before validation.,Ensures that the year part of <cde> (first 4 digits) is less than or equal to the year part of . Null values in <cde> are replaced with '99999999' before validation.,0,DQRF0078,63
DQRF0079,"<data>.apply(lambda x: (str(x[cde])[<#>CDESIndex<#>:<#>CDEEIndex<#>] == str(x[<#>Column1<#>])[<#>ColSIndex<#>:<#>ColEIndex<#>]) if ((not pd.isnull(x[cde])) and (len(str(x[cde]).strip()) > 0)) else True ,axis=1).astype(bool)",Completeness,"['CDESIndex', 'CDEEIndex', 'Column1', 'ColSIndex', 'ColEIndex']","Validates that a substring of <cde> (defined by <#>CDESIndex<#> and <#>CDEEIndex<#>) matches a substring of <#>Column1<#> (defined by <#>ColSIndex<#> and <#>ColEIndex<#>), but only if <cde> is not null or empty. Null or empty values pass by default.","Validates that a substring of <cde> (defined by  and ) matches a substring of  (defined by  and ), but only if <cde> is not null or empty. Null or empty values pass by default.",0,DQRF0079,64
DQRF0080,<data>.apply(lambda x: (str(x[cde])[<#>CDESIndex<#>:<#>CDEEIndex<#>] == str(x[<#>Column1<#>])[<#>ColSIndex<#>:<#>ColEIndex<#>]),Other,"['CDESIndex', 'CDEEIndex', 'Column1', 'ColSIndex', 'ColEIndex']",Checks that a substring of <cde> (from <#>CDESIndex<#> to <#>CDEEIndex<#>) matches a substring of <#>Column1<#> (from <#>ColSIndex<#> to <#>ColEIndex<#>).,Checks that a substring of <cde> (from  to ) matches a substring of  (from  to ).,0,DQRF0080,65
DQRF0080_01,"<data>.apply(lambda x: (str(x[cde])[<#>startIndexA<#>:<#>endIndexA<#>] <#>Operator<#> str(x[<#>Column<#>])[<#>startIndexB<#>:<#>endIndexB<#>]) if ((not pd.isnull(x[cde])) and (len(str(x[cde]).strip()) > 0)) else True,axis=1)",Completeness,"['startIndexA', 'endIndexA', 'Operator', 'Column', 'startIndexB', 'endIndexB']",Compares substrings from <cde> (defined by <#>startIndexA<#> and <#>endIndexA<#>) and <#>Column<#> (defined by <#>startIndexB<#> and <#>endIndexB<#>) using a specified operator (<#>Operator<#>). Validation is applied only if <cde> is not null or empty. Null or empty values pass by default.,Compares substrings from <cde> (defined by  and ) and  (defined by  and ) using a specified operator (). Validation is applied only if <cde> is not null or empty. Null or empty values pass by default.,0,DQRF0080,65
DQRF0096,"<data>.fillna(0).apply(lambda x: re.search(<#>pattern<#>,str(int(x[cde]))),axis=1).astype(bool)",Other,['pattern'],"Validates <cde> against a regex pattern (<#>pattern<#>), treating <cde> as an integer after filling null values with 0.","Validates <cde> against a regex pattern (), treating <cde> as an integer after filling null values with 0.",0,DQRF0096,66
DQRF0175,"<data>[[cde]].apply(lambda x: False if any(c in x[cde] for c in <#>Lista<#>) else True , axis = 1)",Validity,['Lista'],Ensures that <cde> does not contain any characters from a specified list (<#>Lista<#>). Returns False if any character in <#>Lista<#> is found in <cde>.,Ensures that <cde> does not contain any characters from a specified list (). Returns False if any character in  is found in <cde>.,0,DQRF0175,67
DQRF0176,"((<data>[<#>Column1<#>].astype(""float64"") 0.60) + (<data>[<#>Column2<#>].astype(""float64"")0.40))<#>Operator1<#><data>[cde].astype(""float64"")",Other,"['Column1', 'Column2', 'Operator1']",Checks that a weighted sum of <#>Column1<#> (weighted by 0.60) and <#>Column2<#> (weighted by 0.40) satisfies a specified condition (<#>Operator1<#>) when compared to <cde>. All columns are treated as floats for validation.,Checks that a weighted sum of  (weighted by 0.60) and  (weighted by 0.40) satisfies a specified condition () when compared to <cde>. All columns are treated as floats for validation.,0,DQRF0176,68
DQRF0178,"<data>.apply(lambda x: False if bool(re.search(r'^\d*.\d{<#>DecimalComplement<#>,}',str(x[cde]))) else True, axis=1)",Other,['DecimalComplement'],Ensures that <cde> does not contain a decimal part with more than a specified number of digits (<#>DecimalComplement<#>).,Ensures that <cde> does not contain a decimal part with more than a specified number of digits ().,0,DQRF0178,69
DQRF0178_1,"<data>.apply(lambda x: bool(re.search(fr'^[0-9]{{{<#>MinIntVal<#>},{<#>MaxIntVal<#>}}}.[0-9]{{{<#>MinDecVal<#>},{<#>MaxDecVal<#>}}}$', str(x[cde]))), axis=1)",Other,"['MinIntVal', 'MaxIntVal', 'MinDecVal', 'MaxDecVal']","Validates that <cde> matches a pattern representing a number with an integer part having a length between <#>MinIntVal<#> and <#>MaxIntVal<#>, and a mandatory decimal part with a length between <#>MinDecVal<#> and <#>MaxDecVal<#>.","Validates that <cde> matches a pattern representing a number with an integer part having a length between  and , and a mandatory decimal part with a length between  and .",0,DQRF0178,69
DQRF0178_2,"<data>.apply(lambda x: bool(re.search(fr'^-?[0-9]{{{<#>MinIntVal<#>},{<#>MaxIntVal<#>}}}(?:.[0-9]{{{<#>MinDecVal<#>},{<#>MaxDecVal<#>}}})?$', str(x[cde]))), axis=1)",Other,"['MinIntVal', 'MaxIntVal', 'MinDecVal', 'MaxDecVal']","Ensures <cde> matches a pattern for a number that can optionally have a decimal part. The integer part must have a length between <#>MinIntVal<#> and <#>MaxIntVal<#>, and if present, the decimal part must have a length between <#>MinDecVal<#> and <#>MaxDecVal<#>. Allows optional negative signs.","Ensures <cde> matches a pattern for a number that can optionally have a decimal part. The integer part must have a length between  and , and if present, the decimal part must have a length between  and . Allows optional negative signs.",0,DQRF0178,69
DQRF0178_3,"<data>.apply(lambda x: bool(re.search(fr'^-?[0-9]{{{<#>MinIntVal<#>},{<#>MaxIntVal<#>}}}$', str(x[cde]))), axis=1)",Other,"['MinIntVal', 'MaxIntVal']",Validates that <cde> is an integer with a length between <#>MinIntVal<#> and <#>MaxIntVal<#>. Allows optional negative signs.,Validates that <cde> is an integer with a length between  and . Allows optional negative signs.,0,DQRF0178,69
DQRF0185,"<data>.fillna('').apply(lambda x: re.search(<#>pattern<#>,str(x[<#>Column1<#>])),axis=1).astype(bool)",Other,"['pattern', 'Column1']",Checks if <#>Column1<#> matches a given regex pattern (<#>pattern<#>). Null values are replaced with an empty string before applying the validation.,Checks if  matches a given regex pattern (). Null values are replaced with an empty string before applying the validation.,0,DQRF0185,70
DQRF0188,"~<data>.fillna('').apply(lambda x: re.search(<#>pattern<#>,str(x[<#>Column1<#>])),axis=1).astype(bool)",Other,"['pattern', 'Column1']",Ensures <#>Column1<#> does not match a given regex pattern (<#>pattern<#>). Null values are replaced with an empty string before applying the validation.,Ensures  does not match a given regex pattern (). Null values are replaced with an empty string before applying the validation.,0,DQRF0188,71
DQRF0204,"<data>.fillna('').apply(lambda x: re.search(<#>pattern<#>,str(x[cde])) or x[cde]==<#>value<#>,axis=1).astype(bool)",Other,"['pattern', 'value']",Validates <cde> against a regex pattern (<#>pattern<#>) or checks if <cde> equals a specific value (<#>value<#>). Either condition passing will satisfy the rule.,Validates <cde> against a regex pattern () or checks if <cde> equals a specific value (). Either condition passing will satisfy the rule.,0,DQRF0204,72
DQRF0213,"<data>[[cde,<#>Column1<#>]].fillna('').apply(lambda x: ( (len(str(x[<#>Column1<#>]).strip()) > 0 and datetime.strptime(str(x[cde])[<#>indexCDES<#>:<#>indexCDEE<#>],<#>frmtDte1<#>) == datetime.strptime(str(x[<#>Column1<#>])[<#>indexC1S<#>:<#>indexC1E<#>],<#>frmtDte1<#>) ) or (len(str(x[<#>Column1<#>])) == 0) ) if ( pd.notnull(x[<#>Column1<#>]) and len(str(x['CURP']).strip()) > 0) else True ,axis=1 ).astype(bool)",Completeness,"['Column1', 'Column1', 'indexCDES', 'indexCDEE', 'frmtDte1', 'Column1', 'indexC1S', 'indexC1E', 'frmtDte1', 'Column1', 'Column1']","Validates that a substring from <cde> matches a substring from <#>Column1<#> using specified indexes and a date format <#>frmtDte1<#>. If <#>Column1<#> is empty, the rule passes. Checks are applied only if both <cde> and <#>Column1<#> are not null.","Validates that a substring from <cde> matches a substring from  using specified indexes and a date format . If  is empty, the rule passes. Checks are applied only if both <cde> and  are not null.",0,DQRF0213,73
DQRF0214,"<data>.apply(lambda x:(len(str(x[cde]).split('.')[0]) <#>Operator1<#> <#>length_max<#>),axis=1)",Other,"['Operator1', 'length_max']",Ensures that the length of the integer part of <cde> (before the decimal) satisfies a specified condition (<#>Operator1<#> and <#>length_max<#>).,Ensures that the length of the integer part of <cde> (before the decimal) satisfies a specified condition ( and ).,0,DQRF0214,74
DQRF0215,"<data>.apply(lambda x: len(str(x[cde]).split('.')[0].rstrip('0')) <#>Operator1<#> <#>length_max<#> or str(x[cde]).endswith('.0'),axis=1)",Consistency,"['Operator1', 'length_max']","Similar to DQRF0214, but also validates that if <cde> ends with .0, the condition passes regardless of the length of the integer part.","Similar to DQRF0214, but also validates that if <cde> ends with .0, the condition passes regardless of the length of the integer part.",0,DQRF0215,75
DQRF0226,"<data>[cde].apply(lambda x: bool(re.search(<#>pattern<#>,x.split(<#>Sep<#>)[<#>ColNumber<#>] )) if len(x.split(""/"")) >= <#>Columns<#> else False)",Other,"['pattern', 'Sep', 'ColNumber', 'Columns']",Validates that a specific segment of <cde> (split by a separator <#>Sep<#>) matches a regex pattern (<#>pattern<#>). The segment is identified by <#>ColNumber<#>. Fails if the number of segments is less than <#>Columns<#>.,Validates that a specific segment of <cde> (split by a separator ) matches a regex pattern (). The segment is identified by . Fails if the number of segments is less than .,0,DQRF0226,76
DQRF0227,"<data>.apply(lambda x: True if x[cde].split(<#>Sep<#>)[<#>ColNumber<#>] == x[<#>Column1<#>].strip() else False if len(x[cde].split(<#>Sep<#>)) > <#>Columns<#> else False, axis = 1)",Completeness,"['Sep', 'ColNumber', 'Column1', 'Sep', 'Columns']",Checks if a specific segment of <cde> (split by <#>Sep<#>) matches <#>Column1<#>. Fails if the number of segments in <cde> exceeds <#>Columns<#> or if the specific segment does not match <#>Column1<#>.,Checks if a specific segment of <cde> (split by ) matches . Fails if the number of segments in <cde> exceeds  or if the specific segment does not match .,0,DQRF0227,77
DQRF0271,"<data>[[cde,<#>Column1<#>]].fillna('').apply(lambda x: ( (len(str(x[<#>Column1<#>])) > 0) & ( datetime.strptime(str(x[<#>Column1<#>])[<#>indexC1S<#>:<#>indexC1E<#>]+str(x[cde])[<#>indexCDES<#>:<#>indexCDEE<#>],<#>frmtDte1<#>) == datetime.strptime(str(x[<#>Column1<#>]),<#>frmtDte1<#>) ) )",Other,"['Column1', 'Column1', 'Column1', 'indexC1S', 'indexC1E', 'indexCDES', 'indexCDEE', 'frmtDte1', 'Column1', 'frmtDte1']",Validates that a substring from <#>Column1<#> (defined by <#>indexC1S<#> and <#>indexC1E<#>) concatenated with a substring from <cde> (defined by <#>indexCDES<#> and <#>indexCDEE<#>) matches <#>Column1<#> when formatted as a date (<#>frmtDte1<#>).,Validates that a substring from  (defined by  and ) concatenated with a substring from <cde> (defined by  and ) matches  when formatted as a date ().,0,DQRF0271,78
DQRF0272,"(<data>[cde].apply(lambda x: not bool(re.match(<#>expression1<#>, x.strip())) or bool(re.match(<#>expression1<#> + <#>expression2<#>, strip()))))",Completeness,"['expression1', 'expression1', 'expression2']",Ensures that <cde> does not match the first regex pattern (<#>expression1<#>) unless it also matches the combined regex pattern of <#>expression1<#> and <#>expression2<#>.,Ensures that <cde> does not match the first regex pattern () unless it also matches the combined regex pattern of  and .,0,DQRF0272,79
DQRF0273,"<data>.apply(lambda x: (bool((re.search(fr'^[0-9]{{{<#>MinIntVal<#>},{<#>MaxIntVal<#>}}}.[0-9]{{{<#>MinDecVal<#>},{<#>MaxDecVal<#>}}}$', str(x[cde])))) ) or (pd.isna(x[cde])) if ((isinstance(float(x[cde]),float))) else False, axis = 1)",Other,"['MinIntVal', 'MaxIntVal', 'MinDecVal', 'MaxDecVal']",Validates that <cde> is either null or matches a pattern for a number with an integer part (<#>MinIntVal<#> to <#>MaxIntVal<#>) and a decimal part (<#>MinDecVal<#> to <#>MaxDecVal<#>). Only checks if <cde> is convertible to a float.,Validates that <cde> is either null or matches a pattern for a number with an integer part ( to ) and a decimal part ( to ). Only checks if <cde> is convertible to a float.,0,DQRF0273,80
DQRF0274,"<data>.fillna('').apply(lambda x: bool(re.compile(r <#>pattern<#>, re.IGNORECASE).search(x[cde])), axis=1)",Other,['pattern'],"Ensures that <cde> matches a regex pattern (<#>pattern<#>), ignoring case sensitivity. Null values are replaced with an empty string before validation.","Ensures that <cde> matches a regex pattern (), ignoring case sensitivity. Null values are replaced with an empty string before validation.",0,DQRF0274,81
DQRF0274_0,"~<data>.fillna('').apply(lambda x: bool(re.compile(<#>pattern<#>, re.IGNORECASE).search(x[cde])), axis=1)",Other,['pattern'],"Ensures that <cde> does not match a regex pattern (<#>pattern<#>), ignoring case sensitivity. Null values are replaced with an empty string before validation.","Ensures that <cde> does not match a regex pattern (), ignoring case sensitivity. Null values are replaced with an empty string before validation.",0,DQRF0274,81
DQRF0274_1,"<data>.fillna('').apply(lambda x: not bool(re.compile(r <#>pattern<#>, re.IGNORECASE).search(x[cde])), axis=1)",Other,['pattern'],"Validates that <cde> does not match a regex pattern (<#>pattern<#>), ignoring case sensitivity. Similar to DQRF0274_0 but uses a different implementation style.","Validates that <cde> does not match a regex pattern (), ignoring case sensitivity. Similar to DQRF0274_0 but uses a different implementation style.",0,DQRF0274,81
DQRF0274_2,~<data>.fillna('').apply(lambda x: bool(re.compile(r'\b(S[\/.-\s]?N,Other,[],"Ensures that <cde> does not contain specific patterns like ""S/N"" (case-insensitive). Validation includes additional rules for customized patterns.","Ensures that <cde> does not contain specific patterns like ""S/N"" (case-insensitive). Validation includes additional rules for customized patterns.",0,DQRF0274,81
DQRF0274_3,"<data>.fillna('').apply(lambda x: not bool(re.compile(r'(.)\1{<#>RepeatednChars<#>,}', re.IGNORECASE).search(x[cde])), axis=1)",Other,['RepeatednChars'],"Checks that <cde> does not contain any character repeated more than <#>RepeatednChars<#> times consecutively, ignoring case sensitivity.","Checks that <cde> does not contain any character repeated more than  times consecutively, ignoring case sensitivity.",0,DQRF0274,81
DQRI0106,"<data>.apply(lambda x: (str(x[<#>Column1<#>]) >= str(x[cde]) and str(x[cde]) >= str(x[<#>Column2<#>])) if (str(x[cde]) not in (<#>Lista<#>)) else True ,axis=1)",Other,"['Column1', 'Column2', 'Lista']","Ensures that <cde> falls between <#>Column2<#> and <#>Column1<#> (inclusive) if <cde> is not in a specified list (<#>Lista<#>). Otherwise, the rule passes.","Ensures that <cde> falls between  and  (inclusive) if <cde> is not in a specified list (). Otherwise, the rule passes.",0,DQRI0106,82
DQRI0108,"<data>.apply(lambda x: (str(x[<#>Column1<#>]) >= str(x[cde]) and str(x[cde]) > str(x[<#>Column2<#>])) if (str(x[cde]) not in (<#>Lista<#>)) else True ,axis=1)",Other,"['Column1', 'Column2', 'Lista']",Similar to DQRI0106 but enforces a strict greater-than condition for <cde> compared to <#>Column2<#>.,Similar to DQRI0106 but enforces a strict greater-than condition for <cde> compared to .,0,DQRI0108,83
DQRI0109,"<data>.apply(lambda x: (str(x[<#>Column1<#>]) >= str(x[cde]) and str(x[cde]) >= str(x[<#>Column2<#>])) and str(x[<#>Column2<#>]) >= str(x[<#>Column3<#>])) if (str(x[cde]) not in (<#>Lista<#>)) else True ,axis=1)",Other,"['Column1', 'Column2', 'Column2', 'Column3', 'Lista']","Validates that <cde> falls between <#>Column2<#> and <#>Column1<#> (inclusive), and that <#>Column2<#> is greater than or equal to <#>Column3<#>. Applies only if <cde> is not in a specified list (<#>Lista<#>).","Validates that <cde> falls between  and  (inclusive), and that  is greater than or equal to . Applies only if <cde> is not in a specified list ().",0,DQRI0109,84
DQRU0004,~<data>[cde].duplicated(),Other,[],Ensures that <cde> does not contain duplicate values.,Ensures that <cde> does not contain duplicate values.,0,DQRU0004,85
DQRU0004_1,"<data>.apply(lambda x: x.sort_values(by=x[<#>Column1<#>], ascending = False).drop_duplicates(keep = 'first', inplace = True))",Other,['Column1'],"Removes duplicates from <#>Column1<#>, keeping the first occurrence after sorting by descending order.","Removes duplicates from , keeping the first occurrence after sorting by descending order.",-1,DQRU0004,85
DQRU0127,~<data>[cde].duplicated(),Other,[],Ensures that <cde> does not contain duplicate values. Similar to DQRU0004.,Ensures that <cde> does not contain duplicate values. Similar to DQRU0004.,0,DQRU0127,86
DQRU0128,~<data>[cde].duplicated(),Other,[],"Similar to DQRU0127, ensures that <cde> does not contain duplicate values.","Similar to DQRU0127, ensures that <cde> does not contain duplicate values.",0,DQRU0128,87
DQRU0141,(~<data>[<#>Column1<#>].duplicated())&(<data>[<#>Column1<#>].str.strip().str.len()>0)&(~<data>[<#>Column1<#>].isnull())&(<data>[<#>Column1<#>].str.strip()!= '-'),Completeness,"['Column1', 'Column1', 'Column1', 'Column1']","Ensures that <#>Column1<#> does not contain duplicate values, is non-null, has a non-zero length after stripping whitespace, and does not equal '-'.","Ensures that  does not contain duplicate values, is non-null, has a non-zero length after stripping whitespace, and does not equal '-'.",0,DQRU0141,88
DQRU0141_1,(~<data>[<#>Column1<#>].duplicated())&(<data>[<#>Column1<#>]!=0)&(~<data>[<#>Column1<#>].isnull())&(<data>[<#>Column1<#>]!= '-'),Other,"['Column1', 'Column1', 'Column1', 'Column1']","Similar to DQRU0141, but additionally ensures that <#>Column1<#> is not equal to 0.","Similar to DQRU0141, but additionally ensures that  is not equal to 0.",0,DQRU0141,88
DQRU0142,(~<data>[cde].duplicated())&(<data>[cde].str.strip().str.len()>0)&(~<data>[cde].isnull())&(<data>[cde].str.strip()!= '-'),Completeness,[],"Ensures that <cde> does not contain duplicate values, is non-null, has a non-zero length after stripping whitespace, and does not equal '-'.","Ensures that <cde> does not contain duplicate values, is non-null, has a non-zero length after stripping whitespace, and does not equal '-'.",0,DQRU0142,89
DQRU0146,~<data>.duplicated(<#>ColumnList<#>),Other,['ColumnList'],Ensures that rows in <data> are unique based on a specified set of columns (<#>ColumnList<#>).,Ensures that rows in <data> are unique based on a specified set of columns ().,0,DQRU0146,90
